SPECIESID,iucn_category,iucn_criteria,iucn_population_trend,iucn_published_year
Fis-112197,LC,NA,Unknown,2010
Fis-112285,DD,NA,Decreasing,2016
Fis-112299,DD,NA,Decreasing,2016
Fis-112355,DD,NA,Unknown,2017
Fis-112385,LC,NA,Unknown,2016
Fis-112411,LC,NA,Unknown,2016
Fis-112430,LC,NA,Unknown,2016
Fis-112455,LC,NA,Unknown,2016
Fis-112457,LC,NA,Unknown,2016
Fis-112460,LC,NA,Unknown,2016
Fis-112549,LC,NA,Unknown,2017
Fis-112639,NA,NA,NA,NA
Fis-112688,DD,NA,Unknown,2015
Fis-112702,DD,NA,Unknown,2015
Fis-112703,LC,NA,Unknown,2014
Fis-117866,NA,NA,NA,NA
Fis-112716,NA,NA,NA,NA
Fis-112720,NA,NA,NA,NA
Fis-112726,NA,NA,NA,NA
Fis-112746,NA,NA,NA,NA
Fis-112752,NA,NA,NA,NA
Fis-112758,NA,NA,NA,NA
Fis-112761,NA,NA,NA,NA
Fis-112766,NA,NA,NA,NA
Fis-112772,NA,NA,NA,NA
Fis-112789,LC,NA,Stable,2014
Fis-112790,LC,NA,Stable,2014
Fis-112792,LC,NA,Stable,2014
Fis-112797,LC,NA,Unknown,2014
Fis-112804,LC,NA,Unknown,2014
Fis-112805,LC,NA,Stable,2014
Fis-112819,DD,NA,Unknown,2014
Fis-112823,LC,NA,Unknown,2015
Fis-112843,LC,NA,Stable,2014
Fis-112881,LC,NA,Stable,2014
Fis-112883,LC,NA,Stable,2014
Fis-112898,DD,NA,Unknown,2018
Fis-112900,LC,NA,Unknown,2010
Fis-112905,NA,NA,NA,NA
Fis-112910,NA,NA,NA,NA
Fis-112916,NA,NA,NA,NA
Fis-112933,NA,NA,NA,NA
Fis-112946,NA,NA,NA,NA
Fis-112980,NA,NA,NA,NA
Fis-113003,NA,NA,NA,NA
Fis-113007,NA,NA,NA,NA
Fis-113028,DD,NA,Unknown,2014
Fis-113054,NA,NA,NA,NA
Fis-113074,NA,NA,NA,NA
Fis-113082,DD,NA,Unknown,2010
Fis-127258,NA,NA,NA,NA
Fis-113108,NA,NA,NA,NA
Fis-113146,DD,NA,Unknown,2010
Fis-113168,LC,NA,Unknown,2010
Fis-113184,NA,NA,NA,NA
Fis-113210,NA,NA,NA,NA
Fis-113235,LC,NA,Stable,2016
Fis-113245,LC,NA,Unknown,2010
Fis-167320,NA,NA,NA,NA
Fis-113258,NA,NA,NA,NA
Fis-113283,NA,NA,NA,NA
Fis-113287,NA,NA,NA,NA
Fis-113302,VU,D2,Unknown,2010
Fis-113332,LC,NA,Stable,2014
Fis-113380,LC,NA,Stable,2014
Fis-113384,LC,NA,Unknown,2010
Fis-113449,DD,NA,Unknown,2014
Fis-113466,LC,NA,Stable,2014
Fis-113469,LC,NA,Stable,2014
Fis-113473,LC,NA,Stable,2014
Fis-113503,NT,NA,Unknown,2010
Fis-113504,NT,NA,Unknown,2010
Fis-113542,LC,NA,Stable,2014
Fis-113546,LC,NA,Unknown,2010
Fis-113599,DD,NA,Unknown,2014
Fis-113623,LC,NA,Unknown,2014
Fis-113669,DD,NA,Unknown,2010
Fis-113673,DD,NA,Unknown,2010
Fis-113675,NT,NA,Unknown,2010
Fis-113726,DD,NA,Unknown,2010
Fis-113736,DD,NA,Unknown,2010
Fis-113740,DD,NA,Unknown,2010
Fis-113821,DD,NA,Unknown,2010
Fis-113842,VU,D2,Unknown,2010
Fis-169111,NA,NA,NA,NA
Fis-114086,NA,NA,NA,NA
Fis-114103,LC,NA,Unknown,2014
Fis-114108,NA,NA,NA,NA
Fis-132771,NA,NA,NA,NA
Fis-114166,NA,NA,NA,NA
Fis-114172,LC,NA,Unknown,2014
Fis-114189,LC,NA,Unknown,2014
Fis-114191,LC,NA,Unknown,2014
Fis-114193,LC,NA,Stable,2014
Fis-114195,LC,NA,Stable,2014
Fis-114197,LC,NA,Unknown,2014
Fis-114201,NA,NA,NA,NA
Fis-114204,NA,NA,NA,NA
Fis-114207,NA,NA,NA,NA
Fis-114213,LC,NA,Unknown,2010
Fis-114232,NA,NA,NA,NA
Fis-164025,LC,NA,Stable,2014
Fis-114235,DD,NA,Unknown,2018
Fis-114245,NA,NA,NA,NA
Fis-114246,DD,NA,Unknown,2010
Fis-114270,LC,NA,Stable,2014
Fis-163965,LC,NA,Unknown,2014
Fis-114324,LC,NA,Unknown,2012
Fis-114346,LC,NA,Unknown,2015
Fis-114378,NA,NA,NA,NA
Fis-164023,LC,NA,Stable,2014
Fis-114448,NA,NA,NA,NA
Fis-114457,NA,NA,NA,NA
Fis-131815,NA,NA,NA,NA
Fis-114531,NA,NA,NA,NA
Fis-114550,NA,NA,NA,NA
Fis-114552,NA,NA,NA,NA
Fis-114565,NA,NA,NA,NA
Fis-114576,LC,NA,Unknown,2014
Fis-114584,NA,NA,NA,NA
Fis-114586,NA,NA,NA,NA
Fis-114645,NA,NA,NA,NA
Fis-115697,NA,NA,NA,NA
Fis-114756,NA,NA,NA,NA
Fis-114767,LC,NA,Unknown,2010
Fis-115461,NA,NA,NA,NA
Fis-159146,DD,NA,Unknown,2018
Fis-115627,NA,NA,NA,NA
Fis-131786,DD,NA,Unknown,2009
Fis-115864,NA,NA,NA,NA
Fis-115957,NA,NA,NA,NA
Fis-116293,NA,NA,NA,NA
Fis-116296,NA,NA,NA,NA
Fis-116302,NA,NA,NA,NA
Fis-116311,NA,NA,NA,NA
Fis-116318,NA,NA,NA,NA
Fis-150013,LC,NA,Unknown,2010
Fis-116363,NA,NA,NA,NA
Fis-116365,NA,NA,NA,NA
Fis-116371,NA,NA,NA,NA
Fis-116472,NA,NA,NA,NA
Fis-116558,LC,NA,Unknown,2010
Fis-116585,NA,NA,NA,NA
Fis-116592,NA,NA,NA,NA
Fis-116714,LC,NA,Unknown,2008
Fis-116731,NA,NA,NA,NA
URM-Cn-4770,VU,A4ce,Decreasing,2008
Fis-116742,NA,NA,NA,NA
Fis-116747,NA,NA,NA,NA
Fis-116754,NA,NA,NA,NA
Fis-116901,LC,NA,Unknown,2010
Fis-116910,NA,NA,NA,NA
Fis-116919,NA,NA,NA,NA
Fis-116926,NA,NA,NA,NA
Fis-116941,NA,NA,NA,NA
Fis-116964,NA,NA,NA,NA
Fis-116970,NA,NA,NA,NA
Fis-116972,NA,NA,NA,NA
Fis-116973,NA,NA,NA,NA
Fis-116974,NA,NA,NA,NA
Fis-117037,DD,NA,Unknown,2014
Fis-117083,NA,NA,NA,NA
Fis-117085,NA,NA,NA,NA
Fis-117105,NA,NA,NA,NA
Fis-117109,LC,NA,Unknown,2015
Fis-117113,NA,NA,NA,NA
Fis-117119,NA,NA,NA,NA
Fis-117121,NA,NA,NA,NA
Fis-117126,NA,NA,NA,NA
Fis-117130,NA,NA,NA,NA
Fis-117134,NA,NA,NA,NA
Fis-117143,NA,NA,NA,NA
Fis-117153,NA,NA,NA,NA
Fis-117358,NA,NA,NA,NA
Fis-117422,NA,NA,NA,NA
Fis-118052,LC,NA,Unknown,2015
Fis-118106,NA,NA,NA,NA
Fis-118261,NA,NA,NA,NA
Fis-118279,NA,NA,NA,NA
Fis-159517,NA,NA,NA,NA
Fis-165753,NA,NA,NA,NA
Fis-134134,NA,NA,NA,NA
Fis-120985,NA,NA,NA,NA
Fis-164073,NA,NA,NA,NA
Fis-121644,LC,NA,Unknown,2016
Fis-121646,LC,NA,Unknown,2018
Fis-121668,LC,NA,Unknown,2015
Fis-121672,NA,NA,NA,NA
Fis-121765,LC,NA,Unknown,2011
Fis-121821,NA,NA,NA,NA
Fis-123096,NA,NA,NA,NA
Fis-123114,NA,NA,NA,NA
Fis-123121,NA,NA,NA,NA
Fis-148362,LC,NA,Unknown,2015
Fis-123164,NA,NA,NA,NA
Fis-123176,LC,NA,Unknown,2016
Fis-123205,NA,NA,NA,NA
Fis-123220,NA,NA,NA,NA
Fis-123376,DD,NA,Unknown,2006
Fis-123550,LC,NA,Unknown,2009
Fis-123652,NA,NA,NA,NA
Fis-123653,NA,NA,NA,NA
Fis-123655,LC,NA,Unknown,2015
Fis-123670,NA,NA,NA,NA
Fis-123700,NA,NA,NA,NA
Fis-123702,NA,NA,NA,NA
Fis-123713,NA,NA,NA,NA
Fis-123716,NA,NA,NA,NA
Fis-123727,DD,NA,Unknown,2015
Fis-123790,NA,NA,NA,NA
Fis-165321,NA,NA,NA,NA
Fis-123816,LC,NA,Unknown,2014
Fis-123828,LC,NA,Unknown,2014
Fis-123846,LC,NA,Unknown,2014
Fis-123892,NA,NA,NA,NA
Fis-154404,NA,NA,NA,NA
Fis-123968,NA,NA,NA,NA
Fis-123975,NA,NA,NA,NA
Fis-124020,NA,NA,NA,NA
Fis-124120,NA,NA,NA,NA
Fis-124148,NA,NA,NA,NA
Fis-124363,NA,NA,NA,NA
Fis-124377,NA,NA,NA,NA
Fis-124378,NA,NA,NA,NA
Fis-124379,LC,NA,Unknown,2015
Fis-168351,NA,NA,NA,NA
Fis-124392,NA,NA,NA,NA
Fis-124394,NA,NA,NA,NA
Fis-124396,NA,NA,NA,NA
Fis-124406,NA,NA,NA,NA
Fis-124492,NA,NA,NA,NA
Fis-158438,NA,NA,NA,NA
Fis-165736,NA,NA,NA,NA
Fis-163614,NA,NA,NA,NA
Fis-167809,NA,NA,NA,NA
Fis-124683,DD,NA,Unknown,2018
Fis-159506,NA,NA,NA,NA
Fis-125057,NA,NA,NA,NA
Fis-125160,NA,NA,NA,NA
Fis-125530,NA,NA,NA,NA
Fis-125533,NA,NA,NA,NA
Fis-125561,NA,NA,NA,NA
Fis-125565,NA,NA,NA,NA
Fis-125571,NA,NA,NA,NA
Fis-148809,NA,NA,NA,NA
Fis-125613,NA,NA,NA,NA
Fis-125618,NA,NA,NA,NA
Fis-125623,NA,NA,NA,NA
Fis-125625,NA,NA,NA,NA
Fis-125628,NA,NA,NA,NA
Fis-125681,NA,NA,NA,NA
Fis-125682,NA,NA,NA,NA
Fis-125683,NA,NA,NA,NA
Fis-125688,NA,NA,NA,NA
Fis-125693,NA,NA,NA,NA
Fis-125707,NA,NA,NA,NA
Fis-125726,NA,NA,NA,NA
W-Iso-258445,NA,NA,NA,NA
Fis-125736,DD,NA,Unknown,2010
Fis-125742,LC,NA,Unknown,2014
Fis-125747,LC,NA,Unknown,2014
Fis-125760,LC,NA,Unknown,2014
Fis-125770,LC,NA,Unknown,2014
Fis-125773,LC,NA,Unknown,2014
Fis-125783,LC,NA,Unknown,2014
Fis-125858,NA,NA,NA,NA
Fis-125864,NA,NA,NA,NA
Fis-125872,NA,NA,NA,NA
Fis-125881,NA,NA,NA,NA
Fis-125886,NA,NA,NA,NA
Fis-125888,NA,NA,NA,NA
Fis-125898,NA,NA,NA,NA
Fis-125899,LC,NA,Unknown,2010
Fis-125906,DD,NA,Unknown,2016
Fis-139661,NA,NA,NA,NA
Fis-125911,NA,NA,NA,NA
Fis-125920,LC,NA,Unknown,2004
Fis-125968,DD,NA,Unknown,2004
Fis-125985,NA,NA,NA,NA
Fis-125999,LC,NA,Unknown,2014
Fis-126015,NA,NA,NA,NA
Fis-126026,DD,NA,Unknown,2010
Fis-126031,NA,NA,NA,NA
Fis-126034,NA,NA,NA,NA
Fis-126068,NA,NA,NA,NA
Fis-126085,NA,NA,NA,NA
Fis-126086,LC,NA,Unknown,2010
Fis-126098,NA,NA,NA,NA
Fis-126109,NA,NA,NA,NA
Fis-126125,NA,NA,NA,NA
Fis-126136,NA,NA,NA,NA
Fis-126140,NA,NA,NA,NA
Fis-126144,LC,NA,Unknown,2010
Fis-126148,LC,NA,Stable,2014
Fis-159768,NA,NA,NA,NA
Fis-126268,NA,NA,NA,NA
Fis-126275,NA,NA,NA,NA
Fis-131832,DD,NA,Unknown,2009
Fis-131840,DD,NA,Unknown,2009
Fis-126614,NA,NA,NA,NA
Fis-126623,NA,NA,NA,NA
Fis-126627,DD,NA,Unknown,2011
Fis-126630,NA,NA,NA,NA
Fis-126633,LC,NA,Unknown,2011
Fis-126639,DD,NA,Unknown,2011
Fis-126642,LC,NA,Unknown,2011
Fis-126684,DD,NA,Unknown,2011
Fis-126740,NA,NA,NA,NA
Fis-126746,NA,NA,NA,NA
Fis-126888,NA,NA,NA,NA
Fis-126889,NA,NA,NA,NA
Fis-126893,NA,NA,NA,NA
Fis-126901,NA,NA,NA,NA
Fis-126907,NA,NA,NA,NA
Fis-126909,LC,NA,Unknown,2015
Fis-126914,LC,NA,Unknown,2016
Fis-126916,LC,NA,Unknown,2016
Fis-126917,LC,NA,Unknown,2016
Fis-126921,NA,NA,NA,NA
Fis-126931,LC,NA,Unknown,2016
Fis-126938,NA,NA,NA,NA
Fis-126939,NA,NA,NA,NA
Fis-126946,NA,NA,NA,NA
Fis-126951,NA,NA,NA,NA
Fis-127017,NA,NA,NA,NA
Fis-127025,NA,NA,NA,NA
Fis-127052,NA,NA,NA,NA
Fis-127050,NA,NA,NA,NA
Fis-127054,NA,NA,NA,NA
Fis-127056,DD,NA,Unknown,2010
Fis-127064,NA,NA,NA,NA
Fis-127067,DD,NA,Unknown,2011
Fis-127074,NA,NA,NA,NA
Fis-127081,DD,NA,Decreasing,2017
Fis-127099,LC,NA,Unknown,2014
Fis-127123,LC,NA,Unknown,2010
Fis-127124,NA,NA,NA,NA
Fis-127126,NA,NA,NA,NA
Fis-127130,NA,NA,NA,NA
Fis-150727,NA,NA,NA,NA
Fis-127175,LC,NA,Unknown,2014
Fis-127212,LC,NA,Unknown,2014
Fis-127216,DD,NA,Unknown,2004
Fis-127218,LC,NA,Unknown,2004
Fis-127248,NA,NA,NA,NA
Fis-127250,NA,NA,NA,NA
Fis-127274,NA,NA,NA,NA
Fis-127278,NA,NA,NA,NA
Fis-127324,NA,NA,NA,NA
Fis-127326,NA,NA,NA,NA
Fis-127439,NA,NA,NA,NA
Fis-127446,NA,NA,NA,NA
Fis-127519,NA,NA,NA,NA
Fis-127530,NA,NA,NA,NA
Fis-127558,NA,NA,NA,NA
Fis-127560,NA,NA,NA,NA
Fis-127563,NT,NA,Unknown,2007
Fis-127585,NA,NA,NA,NA
Fis-127588,NA,NA,NA,NA
Fis-127935,LC,NA,Unknown,2017
Fis-127938,NA,NA,NA,NA
Fis-127977,NA,NA,NA,NA
Fis-127999,DD,NA,Unknown,2018
Fis-128034,NA,NA,NA,NA
Fis-128096,LC,NA,Unknown,2015
Fis-128108,NA,NA,NA,NA
Fis-128131,NA,NA,NA,NA
Fis-128205,LC,NA,Unknown,2018
Fis-128262,NA,NA,NA,NA
Fis-128361,LC,NA,Unknown,2016
Fis-163619,NA,NA,NA,NA
Fis-128455,NA,NA,NA,NA
Fis-128806,LC,NA,Unknown,2015
Fis-129190,NA,NA,NA,NA
Fis-129634,NA,NA,NA,NA
Fis-158519,VU,B2ab(iii),Unknown,2015
Fis-130465,NA,NA,NA,NA
Fis-130581,VU,C2a(ii); D2,Unknown,2008
Fis-130618,NA,NA,NA,NA
Fis-130731,LC,NA,Unknown,2017
Fis-130762,DD,NA,Unknown,2014
Fis-130805,LC,NA,Unknown,2015
Fis-130806,DD,NA,Unknown,2015
Fis-130825,NA,NA,NA,NA
Fis-146622,NA,NA,NA,NA
Fis-130841,NA,NA,NA,NA
Fis-130905,NA,NA,NA,NA
Fis-130963,NA,NA,NA,NA
Fis-131008,LC,NA,Unknown,2015
Fis-131072,DD,NA,Unknown,2017
Fis-131089,DD,NA,Unknown,2017
Fis-131160,DD,NA,Unknown,2007
Fis-131161,DD,NA,Unknown,2007
Fis-131178,NA,NA,NA,NA
Fis-131185,LC,NA,Unknown,2017
Fis-131191,NA,NA,NA,NA
Fis-131196,DD,NA,Unknown,2009
Fis-155713,NA,NA,NA,NA
Fis-131311,NA,NA,NA,NA
Fis-131316,LC,NA,Unknown,2010
Fis-131323,NA,NA,NA,NA
Fis-131358,DD,NA,Unknown,2004
Fis-154008,DD,NA,Unknown,2004
Fis-131406,NA,NA,NA,NA
Fis-131440,NA,NA,NA,NA
Fis-131441,DD,NA,Unknown,2004
Fis-131445,DD,NA,Unknown,2004
Fis-132557,NA,NA,NA,NA
Fis-131459,DD,NA,Unknown,2007
Fis-131465,DD,NA,Unknown,2009
Fis-131556,NT,NA,Unknown,2011
Fis-131560,DD,NA,Unknown,2011
Fis-131582,LC,NA,Unknown,2011
Fis-131591,LC,NA,Unknown,2011
Fis-131597,DD,NA,Unknown,2011
Fis-131607,LC,NA,Unknown,2011
Fis-131608,NA,NA,NA,NA
Fis-131621,LC,NA,Unknown,2011
Fis-131623,DD,NA,Unknown,2011
Fis-131624,LC,NA,Unknown,2011
Fis-131625,DD,NA,Unknown,2011
Fis-131668,DD,NA,Unknown,2011
Fis-131706,NA,NA,NA,NA
Fis-131708,LC,NA,Unknown,2011
Fis-131715,NA,NA,NA,NA
Fis-131893,LC,NA,Stable,2015
Fis-131906,NA,NA,NA,NA
Fis-131920,NA,NA,NA,NA
Fis-131922,LC,NA,Unknown,2010
Fis-131990,VU,A4bd,Decreasing,2007
Fis-131992,LC,NA,Unknown,2009
Fis-131994,NA,NA,NA,NA
Fis-131995,VU,B1ab(v),Decreasing,2004
Fis-131996,DD,NA,Unknown,2009
Fis-131998,DD,NA,Unknown,2007
Fis-132003,DD,NA,Unknown,2009
Fis-132055,DD,NA,Unknown,2015
Fis-132064,NA,NA,NA,NA
Fis-132071,NA,NA,NA,NA
Fis-132076,NA,NA,NA,NA
Fis-132079,NA,NA,NA,NA
Fis-132083,NA,NA,NA,NA
Fis-132085,NA,NA,NA,NA
Fis-132087,NA,NA,NA,NA
Fis-170312,NA,NA,NA,NA
Fis-132105,LC,NA,Unknown,2010
Fis-132106,LC,NA,Unknown,2010
Fis-132130,NA,NA,NA,NA
Fis-132136,DD,NA,Unknown,2015
Fis-132142,NA,NA,NA,NA
Fis-132152,NA,NA,NA,NA
Fis-132156,NA,NA,NA,NA
Fis-132157,NA,NA,NA,NA
Fis-132159,NA,NA,NA,NA
Fis-132165,LC,NA,Unknown,2015
Fis-132167,NA,NA,NA,NA
Fis-132169,NA,NA,NA,NA
Fis-132197,NA,NA,NA,NA
Fis-132198,LC,NA,Unknown,2010
Fis-132210,NA,NA,NA,NA
Fis-132217,NA,NA,NA,NA
Fis-132233,NA,NA,NA,NA
Fis-132241,NA,NA,NA,NA
Fis-132317,NA,NA,NA,NA
Fis-132328,LC,NA,Stable,2015
Fis-132330,LC,NA,Unknown,2015
Fis-132333,NA,NA,NA,NA
Fis-132335,LC,NA,Stable,2015
Fis-132336,NA,NA,NA,NA
Fis-132339,NA,NA,NA,NA
Fis-132340,NA,NA,NA,NA
Fis-132342,LC,NA,Unknown,2010
Fis-132344,NA,NA,NA,NA
Fis-132390,DD,NA,Unknown,2010
Fis-132403,DD,NA,Unknown,2010
Fis-132405,LC,NA,Unknown,2010
Fis-132415,LC,NA,Unknown,2011
Fis-170742,NA,NA,NA,NA
Fis-170741,NA,NA,NA,NA
Fis-132463,LC,NA,Unknown,2010
Fis-132485,NA,NA,NA,NA
Fis-132490,NA,NA,NA,NA
Fis-132496,NA,NA,NA,NA
Fis-132545,DD,NA,Unknown,2007
Fis-132564,NA,NA,NA,NA
Fis-132594,NA,NA,NA,NA
Fis-132610,NA,NA,NA,NA
Fis-132619,DD,NA,Unknown,2010
Fis-132621,LC,NA,Unknown,2010
Fis-132693,DD,NA,Unknown,2010
Fis-132699,NA,NA,NA,NA
Fis-132700,NA,NA,NA,NA
Fis-132711,NA,NA,NA,NA
Fis-132757,NA,NA,NA,NA
Fis-132813,LC,NA,Unknown,2015
Fis-132866,DD,NA,Unknown,2016
Fis-132902,DD,NA,Unknown,2006
Fis-168265,NA,NA,NA,NA
Fis-132966,NA,NA,NA,NA
Fis-132967,NA,NA,NA,NA
Fis-133274,NA,NA,NA,NA
Fis-133276,LC,NA,Unknown,2016
Fis-133279,NA,NA,NA,NA
Fis-133346,NA,NA,NA,NA
Fis-133351,NA,NA,NA,NA
Fis-133388,LC,NA,Unknown,2014
Fis-133413,LC,NA,Unknown,2014
Fis-133477,NA,NA,NA,NA
Fis-133479,DD,NA,Unknown,2006
Fis-133480,NA,NA,NA,NA
Fis-133486,NA,NA,NA,NA
Fis-165225,NA,NA,NA,NA
Fis-133510,NA,NA,NA,NA
Fis-133516,NA,NA,NA,NA
Fis-133519,NA,NA,NA,NA
Fis-133521,NA,NA,NA,NA
Fis-133526,DD,NA,Unknown,2010
Fis-167655,NA,NA,NA,NA
Fis-133533,NA,NA,NA,NA
Fis-154874,NA,NA,NA,NA
Fis-133537,NA,NA,NA,NA
Fis-133549,LC,NA,Unknown,2016
Fis-133560,NA,NA,NA,NA
Fis-133568,NA,NA,NA,NA
Fis-133573,NA,NA,NA,NA
Fis-133577,NA,NA,NA,NA
Fis-133584,NA,NA,NA,NA
Fis-133587,NA,NA,NA,NA
Fis-133590,NA,NA,NA,NA
Fis-133592,DD,NA,Unknown,2010
Fis-133679,NA,NA,NA,NA
Fis-159526,NA,NA,NA,NA
Fis-133750,NA,NA,NA,NA
Fis-133789,NA,NA,NA,NA
Fis-133813,NA,NA,NA,NA
Fis-133825,DD,NA,Unknown,2010
Fis-133916,VU,B1ab(iii)+2ab(iii),Unknown,2014
Fis-133923,LC,NA,Unknown,2010
Fis-134030,LC,NA,Unknown,2015
Fis-134033,LC,NA,Unknown,2010
Fis-134051,LC,NA,Unknown,2014
Fis-134057,NA,NA,NA,NA
Fis-134060,LC,NA,Unknown,2014
Fis-134062,LC,NA,Unknown,2014
Fis-134073,DD,NA,Unknown,2014
Fis-134084,LC,NA,Unknown,2014
Fis-134094,NT,NA,Decreasing,2014
Fis-134103,NA,NA,NA,NA
Fis-134108,NA,NA,NA,NA
Fis-140935,NA,NA,NA,NA
Fis-134125,NA,NA,NA,NA
Fis-134133,NA,NA,NA,NA
Fis-134153,NA,NA,NA,NA
Fis-134158,NA,NA,NA,NA
Fis-134165,NA,NA,NA,NA
Fis-134169,LC,NA,Unknown,2010
Fis-134170,NA,NA,NA,NA
Fis-134171,NA,NA,NA,NA
Fis-134175,DD,NA,Unknown,2010
Fis-134181,LC,NA,Unknown,2016
Fis-134186,NA,NA,NA,NA
Fis-134196,NA,NA,NA,NA
Fis-134197,NA,NA,NA,NA
Fis-134198,NA,NA,NA,NA
Fis-134214,NA,NA,NA,NA
Fis-134259,NA,NA,NA,NA
Fis-134304,NA,NA,NA,NA
Fis-134402,NA,NA,NA,NA
Fis-134406,NA,NA,NA,NA
Fis-134436,NA,NA,NA,NA
Fis-134461,NA,NA,NA,NA
Fis-134468,NA,NA,NA,NA
Fis-134472,NA,NA,NA,NA
Fis-134474,NA,NA,NA,NA
Fis-134546,NA,NA,NA,NA
Fis-134550,NA,NA,NA,NA
Fis-134599,LC,NA,Unknown,2010
Fis-134710,DD,NA,Unknown,2010
Fis-134783,LC,NA,Unknown,2010
Fis-134794,NA,NA,NA,NA
Fis-134861,NA,NA,NA,NA
Fis-148610,LC,NA,Unknown,2016
Fis-134880,NA,NA,NA,NA
Fis-135071,LC,NA,Unknown,2010
Fis-135703,LC,NA,Stable,2017
Fis-135708,NA,NA,NA,NA
Fis-165380,LC,NA,Unknown,2015
Fis-136219,NA,NA,NA,NA
Fis-136287,NA,NA,NA,NA
Fis-136360,LC,NA,Unknown,2010
Fis-136547,NA,NA,NA,NA
Fis-136640,NA,NA,NA,NA
Fis-137300,NA,NA,NA,NA
Fis-137302,DD,NA,Unknown,2010
Fis-137309,NA,NA,NA,NA
Fis-137470,NA,NA,NA,NA
Fis-137475,NA,NA,NA,NA
Fis-137479,NA,NA,NA,NA
Fis-137489,NA,NA,NA,NA
Fis-137493,NA,NA,NA,NA
Fis-137494,NA,NA,NA,NA
Fis-137497,NA,NA,NA,NA
Fis-137506,NA,NA,NA,NA
Fis-137561,NA,NA,NA,NA
Fis-137566,NA,NA,NA,NA
Fis-137567,NA,NA,NA,NA
Fis-137573,NA,NA,NA,NA
Fis-137591,LC,NA,Unknown,2010
Fis-137600,NA,NA,NA,NA
Fis-137617,NA,NA,NA,NA
Fis-160978,LC,NA,Stable,2010
Fis-137841,NA,NA,NA,NA
Fis-164162,NA,NA,NA,NA
Fis-137933,NA,NA,NA,NA
Fis-137949,NA,NA,NA,NA
Fis-138005,NA,NA,NA,NA
Fis-138011,NA,NA,NA,NA
Fis-138012,LC,NA,Unknown,2014
Fis-138013,LC,NA,Unknown,2014
Fis-161846,LC,NA,Unknown,2010
Fis-138063,LC,NA,Unknown,2016
Fis-138073,NA,NA,NA,NA
Fis-138074,NA,NA,NA,NA
Fis-138078,NA,NA,NA,NA
Fis-138083,NA,NA,NA,NA
Fis-138089,NA,NA,NA,NA
Fis-138091,NA,NA,NA,NA
Fis-138096,NA,NA,NA,NA
Fis-138098,NA,NA,NA,NA
Fis-138115,NA,NA,NA,NA
Fis-138116,NA,NA,NA,NA
Fis-138119,NA,NA,NA,NA
Fis-138121,NA,NA,NA,NA
Fis-138122,NA,NA,NA,NA
Fis-138133,NA,NA,NA,NA
Fis-161008,NA,NA,NA,NA
Fis-169647,NA,NA,NA,NA
W-Msc-420948,NA,NA,NA,NA
Fis-138157,NA,NA,NA,NA
Fis-162810,LC,NA,Unknown,2015
Fis-138174,NA,NA,NA,NA
Fis-138189,NA,NA,NA,NA
Fis-138288,LC,NA,Unknown,2010
Fis-138298,NA,NA,NA,NA
Fis-170290,NA,NA,NA,NA
Fis-138307,LC,NA,Unknown,2018
Fis-138309,NA,NA,NA,NA
Fis-138312,NA,NA,NA,NA
Fis-138329,LC,NA,Unknown,2015
Fis-138332,LC,NA,Unknown,2014
Fis-138334,NA,NA,NA,NA
Fis-138335,NA,NA,NA,NA
Fis-138348,NA,NA,NA,NA
Fis-138398,NA,NA,NA,NA
Fis-138418,NA,NA,NA,NA
Fis-138425,LC,NA,Unknown,2015
Fis-138426,NA,NA,NA,NA
Fis-162865,DD,NA,Unknown,2010
Fis-138459,NA,NA,NA,NA
Fis-138470,NA,NA,NA,NA
Fis-138523,LC,NA,Unknown,2010
Fis-138557,VU,D2,Unknown,2010
Fis-138562,VU,D2,Unknown,2010
Fis-138653,NA,NA,NA,NA
Fis-138685,NA,NA,NA,NA
Fis-138686,NA,NA,NA,NA
Fis-138701,NA,NA,NA,NA
Fis-138726,VU,B1ab(iii)+2ab(iii),Unknown,2015
Fis-138728,LC,NA,Unknown,2015
Fis-138770,NA,NA,NA,NA
Fis-138822,NA,NA,NA,NA
Fis-138826,NA,NA,NA,NA
Fis-138830,NA,NA,NA,NA
Fis-138848,NA,NA,NA,NA
Fis-138852,VU,D2,Unknown,2010
Fis-138856,NA,NA,NA,NA
Fis-138874,NA,NA,NA,NA
Fis-138937,NA,NA,NA,NA
Fis-138941,LC,NA,Unknown,2017
Fis-138971,NA,NA,NA,NA
Fis-139258,NA,NA,NA,NA
Fis-139501,DD,NA,Unknown,2015
Fis-139502,DD,NA,Unknown,2015
Fis-139503,DD,NA,Unknown,2015
Fis-139509,NA,NA,NA,NA
Fis-139522,NA,NA,NA,NA
Fis-139528,NA,NA,NA,NA
Fis-139562,DD,NA,Unknown,2014
Fis-139566,LC,NA,Unknown,2015
Fis-139614,NA,NA,NA,NA
Fis-139620,DD,NA,Unknown,2015
Fis-139680,DD,NA,Unknown,2015
URM-2-2230,NA,NA,NA,NA
Fis-139681,NA,NA,NA,NA
Fis-139767,NA,NA,NA,NA
Fis-139869,NA,NA,NA,NA
Fis-139871,NA,NA,NA,NA
Fis-140176,LC,NA,Unknown,2010
Fis-140213,LC,NA,Unknown,2015
Fis-140325,NA,NA,NA,NA
Fis-140413,DD,NA,Unknown,2016
Fis-140478,NA,NA,NA,NA
Fis-140479,NA,NA,NA,NA
Fis-140520,NA,NA,NA,NA
Fis-140522,LC,NA,Unknown,2010
