SPECIESID,iucn_category,iucn_criteria,iucn_population_trend,iucn_published_year
Fis-153058,LC,NA,Unknown,2010
Fis-35818,NA,NA,NA,NA
Fis-35819,NA,NA,NA,NA
Fis-29118,NA,NA,NA,NA
Fis-29119,NA,NA,NA,NA
Fis-29120,NA,NA,NA,NA
Fis-35820,NA,NA,NA,NA
Fis-29121,NA,NA,NA,NA
Fis-29122,NA,NA,NA,NA
Fis-35821,NA,NA,NA,NA
Fis-29123,NA,NA,NA,NA
Fis-29124,NA,NA,NA,NA
Fis-35824,DD,NA,Unknown,2010
Fis-29125,NA,NA,NA,NA
Fis-29126,NA,NA,NA,NA
Fis-35826,LC,NA,Unknown,2012
Fis-35827,LC,NA,Unknown,2012
Fis-29128,LC,NA,Unknown,2012
Fis-29129,LC,NA,Unknown,2012
Fis-35828,LC,NA,Unknown,2012
Fis-29130,NA,NA,NA,NA
Fis-35829,NA,NA,NA,NA
Fis-62823,NA,NA,NA,NA
Fis-35831,NA,NA,NA,NA
Fis-35832,NA,NA,NA,NA
Fis-35833,NA,NA,NA,NA
Fis-144567,NA,NA,NA,NA
Fis-29133,NA,NA,NA,NA
Fis-35838,NA,NA,NA,NA
Fis-29134,DD,NA,Unknown,2010
Fis-35839,NA,NA,NA,NA
Fis-29135,NA,NA,NA,NA
Fis-29136,NA,NA,NA,NA
Fis-29137,NA,NA,NA,NA
Fis-29138,NA,NA,NA,NA
Fis-29139,NA,NA,NA,NA
Fis-35840,DD,NA,Decreasing,2010
Fis-29140,LC,NA,Unknown,2015
Fis-29141,VU,A2bd,Decreasing,2010
Fis-114118,NA,NA,NA,NA
Fis-113792,LC,NA,Stable,2010
Fis-29145,NA,NA,NA,NA
Fis-29146,NA,NA,NA,NA
Fis-35841,NA,NA,NA,NA
Fis-35843,NA,NA,NA,NA
Fis-29147,NA,NA,NA,NA
Fis-35844,NA,NA,NA,NA
Fis-22030,NA,NA,NA,NA
Fis-22032,NA,NA,NA,NA
Fis-22035,NA,NA,NA,NA
Fis-29151,NA,NA,NA,NA
Fis-35850,NA,NA,NA,NA
Fis-35863,LC,NA,Stable,2012
Fis-35868,LC,NA,Unknown,2015
Fis-29161,NA,NA,NA,NA
Fis-29164,NA,NA,NA,NA
Fis-35869,LC,NA,Unknown,2008
Fis-35872,NA,NA,NA,NA
Fis-29170,NA,NA,NA,NA
Fis-35874,NA,NA,NA,NA
Fis-29171,NA,NA,NA,NA
Fis-35876,NA,NA,NA,NA
Fis-35877,NA,NA,NA,NA
Fis-22077,NA,NA,NA,NA
Fis-29174,LC,NA,Stable,2016
Fis-29175,NA,NA,NA,NA
Fis-29176,NA,NA,NA,NA
Fis-164133,NA,NA,NA,NA
Fis-29177,NA,NA,NA,NA
Fis-35879,NA,NA,NA,NA
Fis-29178,NA,NA,NA,NA
Fis-29180,LC,NA,Unknown,2010
Fis-149242,NA,NA,NA,NA
Fis-119913,NA,NA,NA,NA
Fis-29183,NA,NA,NA,NA
Fis-29184,NA,NA,NA,NA
Fis-35880,NA,NA,NA,NA
Fis-29185,LC,NA,Unknown,2010
Fis-29186,NA,NA,NA,NA
Fis-131543,NA,NA,NA,NA
Fis-47744,NA,NA,NA,NA
Fis-35882,NA,NA,NA,NA
Fis-35883,NA,NA,NA,NA
Fis-29188,LC,NA,Unknown,2014
Fis-29189,LC,NA,Unknown,2014
Fis-29190,LC,NA,Unknown,2014
Fis-35884,DD,NA,Unknown,2010
Fis-29191,LC,NA,Unknown,2010
Fis-35885,NA,NA,NA,NA
Fis-29192,NA,NA,NA,NA
Fis-29193,NA,NA,NA,NA
Fis-29194,LC,NA,Stable,2014
Fis-29195,NA,NA,NA,NA
Fis-63277,NA,NA,NA,NA
Fis-139081,NA,NA,NA,NA
Fis-164068,NA,NA,NA,NA
Fis-150434,NA,NA,NA,NA
Fis-35891,LC,NA,Stable,2014
Fis-29198,DD,NA,Unknown,2015
Fis-149505,NA,NA,NA,NA
Fis-22193,LC,NA,Unknown,2015
Fis-35895,NA,NA,NA,NA
Fis-128373,NA,NA,NA,NA
Fis-35896,NA,NA,NA,NA
Fis-163616,NA,NA,NA,NA
Fis-29205,NA,NA,NA,NA
Fis-35907,NA,NA,NA,NA
Fis-29207,NA,NA,NA,NA
SLB-11826,NA,NA,NA,NA
Fis-142112,NA,NA,NA,NA
Fis-35909,NA,NA,NA,NA
Fis-167268,NA,NA,NA,NA
Fis-29210,NA,NA,NA,NA
Fis-35910,NA,NA,NA,NA
Fis-128255,NA,NA,NA,NA
Fis-35912,NA,NA,NA,NA
Fis-35913,NA,NA,NA,NA
Fis-29213,NA,NA,NA,NA
Fis-29215,NA,NA,NA,NA
Fis-29218,NA,NA,NA,NA
Fis-158171,NA,NA,NA,NA
Fis-35919,NA,NA,NA,NA
Fis-35920,NA,NA,NA,NA
Fis-35921,NA,NA,NA,NA
Fis-46954,NA,NA,NA,NA
Fis-35922,NA,NA,NA,NA
Fis-35925,NA,NA,NA,NA
Fis-35926,NA,NA,NA,NA
Fis-35927,NA,NA,NA,NA
Fis-35928,NA,NA,NA,NA
Fis-35929,NA,NA,NA,NA
Fis-35933,LC,NA,Stable,2016
Fis-29230,NA,NA,NA,NA
Fis-35934,NA,NA,NA,NA
Fis-35935,LC,NA,Unknown,2016
Fis-22534,NA,NA,NA,NA
Fis-47027,NA,NA,NA,NA
Fis-55482,NA,NA,NA,NA
Fis-29235,NA,NA,NA,NA
Fis-35940,LC,NA,Unknown,2016
Fis-35941,LC,NA,Unknown,2016
Fis-29236,NA,NA,NA,NA
Fis-35943,NA,NA,NA,NA
Fis-29237,LC,NA,Unknown,2010
Fis-29238,NA,NA,NA,NA
Fis-35947,NA,NA,NA,NA
Fis-29240,LC,NA,Unknown,2016
Fis-29242,LC,NA,Unknown,2016
Fis-22612,NA,NA,NA,NA
Fis-137387,NA,NA,NA,NA
Fis-150432,NA,NA,NA,NA
Fis-35959,NA,NA,NA,NA
Fis-35956,NA,NA,NA,NA
Fis-29248,NA,NA,NA,NA
Fis-35958,LC,NA,Unknown,2016
Fis-35961,NA,NA,NA,NA
Fis-29250,LC,NA,Unknown,2012
Fis-35964,LC,NA,Unknown,2012
Fis-29254,NA,NA,NA,NA
Fis-35968,NA,NA,NA,NA
Fis-35969,NA,NA,NA,NA
Fis-35970,NA,NA,NA,NA
Fis-35972,NA,NA,NA,NA
Fis-29256,NA,NA,NA,NA
Fis-29232,NA,NA,NA,NA
Fis-34949,NA,NA,NA,NA
Fis-35975,NA,NA,NA,NA
Fis-29257,NA,NA,NA,NA
Fis-35979,NA,NA,NA,NA
Fis-130902,LC,NA,Unknown,2010
Fis-47002,NA,NA,NA,NA
Fis-47009,LC,NA,Unknown,2016
Fis-47088,LC,NA,Unknown,2016
Fis-51077,LC,NA,Unknown,2016
Fis-46919,NA,NA,NA,NA
Fis-46925,NA,NA,NA,NA
Fis-47000,NA,NA,NA,NA
Fis-47014,NA,NA,NA,NA
Fis-47013,NA,NA,NA,NA
Fis-47096,NA,NA,NA,NA
Fis-47018,NA,NA,NA,NA
Fis-47020,LC,NA,Unknown,2018
Fis-165065,LC,NA,Unknown,2018
Fis-47022,LC,NA,Unknown,2016
Fis-47050,NA,NA,NA,NA
Fis-47056,NA,NA,NA,NA
Fis-47079,NA,NA,NA,NA
Fis-131571,LC,NA,Unknown,2011
Fis-47124,NA,NA,NA,NA
Fis-47201,NA,NA,NA,NA
Fis-47228,NA,NA,NA,NA
Fis-47238,NA,NA,NA,NA
Fis-47245,NA,NA,NA,NA
Fis-47246,NA,NA,NA,NA
Fis-146038,LC,NA,Unknown,2014
Fis-47256,LC,NA,Unknown,2016
Fis-47304,NA,NA,NA,NA
Fis-47307,NA,NA,NA,NA
Fis-47312,NA,NA,NA,NA
Fis-47319,LC,NA,Stable,2016
Fis-47321,NA,NA,NA,NA
Fis-47323,NA,NA,NA,NA
Fis-47341,VU,A2bd+3bd+4bd,Decreasing,2003
Fis-47340,NA,NA,NA,NA
Fis-47342,NA,NA,NA,NA
Fis-47343,LC,NA,Unknown,2015
Fis-161493,NT,NA,Unknown,2015
Fis-154456,NA,NA,NA,NA
Fis-161495,LC,NA,Unknown,2015
Fis-47352,NA,NA,NA,NA
Fis-47368,LC,NA,Unknown,2015
Fis-160853,VU,A2bd+4bd,Unknown,2009
Fis-132521,DD,NA,Unknown,2009
Fis-132525,DD,NA,Unknown,2009
Fis-132527,DD,NA,Unknown,2009
Fis-131819,DD,NA,Unknown,2009
Fis-153999,LC,NA,Unknown,2015
Fis-47408,LC,NA,Unknown,2010
Fis-47411,VU,A2d+3d+4d,Unknown,2009
Fis-47413,LC,NA,Stable,2006
Fis-47420,VU,A2bd,Decreasing,2006
Fis-47424,VU,A2bd,Decreasing,2006
Fis-47425,VU,A2bd,Decreasing,2006
Fis-47426,NA,NA,NA,NA
Fis-47427,DD,NA,Unknown,2009
Fis-47434,NA,NA,NA,NA
Fis-47439,NA,NA,NA,NA
Fis-47443,NA,NA,NA,NA
Fis-47444,NA,NA,NA,NA
Fis-47447,NA,NA,NA,NA
Fis-47448,NA,NA,NA,NA
Fis-47451,NA,NA,NA,NA
Fis-47453,NA,NA,NA,NA
Fis-47488,NA,NA,NA,NA
Fis-47495,NA,NA,NA,NA
Fis-47519,NA,NA,NA,NA
Fis-48011,NA,NA,NA,NA
Fis-47536,DD,NA,Unknown,2010
Fis-47537,NA,NA,NA,NA
Fis-47541,LC,NA,Unknown,2016
Fis-47545,NA,NA,NA,NA
Fis-47560,NA,NA,NA,NA
Fis-47561,NA,NA,NA,NA
Fis-158436,LC,NA,Unknown,2016
Fis-47563,NA,NA,NA,NA
Fis-47566,DD,NA,Unknown,2014
Fis-47567,NA,NA,NA,NA
Fis-47574,NA,NA,NA,NA
Fis-47575,NA,NA,NA,NA
Fis-47581,LC,NA,Unknown,2016
Fis-47582,LC,NA,Unknown,2016
Fis-47583,LC,NA,Unknown,2016
Fis-47584,NA,NA,NA,NA
Fis-47586,LC,NA,Unknown,2016
Fis-47588,NA,NA,NA,NA
Fis-47589,LC,NA,Unknown,2016
Fis-47608,NA,NA,NA,NA
Fis-47638,NA,NA,NA,NA
Fis-47646,LC,NA,Unknown,2015
Fis-47651,LC,NA,Stable,2012
Fis-47655,NA,NA,NA,NA
Fis-47659,NA,NA,NA,NA
Fis-47660,NA,NA,NA,NA
Fis-47668,NA,NA,NA,NA
Fis-47708,LC,NA,Unknown,2010
Fis-47714,NA,NA,NA,NA
Fis-47719,NA,NA,NA,NA
Fis-47724,NA,NA,NA,NA
Fis-47729,NA,NA,NA,NA
Fis-47739,NA,NA,NA,NA
Fis-146626,NA,NA,NA,NA
Fis-47748,NA,NA,NA,NA
Fis-47751,NA,NA,NA,NA
Fis-47754,NA,NA,NA,NA
Fis-47761,NA,NA,NA,NA
Fis-47835,LC,NA,Stable,2003
Fis-47876,LC,NA,Unknown,2011
Fis-162366,NA,NA,NA,NA
Fis-47966,NA,NA,NA,NA
Fis-48018,NA,NA,NA,NA
Fis-162367,NA,NA,NA,NA
Fis-48095,LC,NA,Stable,2012
Fis-158809,NA,NA,NA,NA
Fis-48113,NA,NA,NA,NA
Fis-48118,NA,NA,NA,NA
Fis-48132,NA,NA,NA,NA
Fis-48135,LC,NA,Unknown,2015
Fis-48148,NA,NA,NA,NA
Fis-48165,LC,NA,Unknown,2012
Fis-48256,LC,NA,Unknown,2012
Fis-48290,LC,NA,Decreasing,2017
Fis-48308,NA,NA,NA,NA
Fis-48439,NA,NA,NA,NA
Fis-48440,NA,NA,NA,NA
Fis-48669,NA,NA,NA,NA
Fis-48954,LC,NA,Unknown,2014
Fis-48992,NA,NA,NA,NA
Fis-49003,LC,NA,Unknown,2015
Fis-49011,LC,NA,Stable,2014
Fis-49022,LC,NA,Unknown,2014
Fis-49046,LC,NA,Unknown,2010
Fis-167765,LC,NA,Stable,2014
Fis-165433,LC,NA,Unknown,2014
Fis-49074,LC,NA,Stable,2014
Fis-49081,NA,NA,NA,NA
Fis-49096,DD,NA,Unknown,2015
Fis-49101,NA,NA,NA,NA
Fis-49104,LC,NA,Unknown,2015
Fis-49115,LC,NA,Stable,2014
Fis-49122,NA,NA,NA,NA
Fis-49127,LC,NA,Stable,2014
Fis-49130,LC,NA,Unknown,2010
Fis-49149,LC,NA,Stable,2014
Fis-49155,NA,NA,NA,NA
Fis-49160,LC,NA,Stable,2014
Fis-49171,LC,NA,Stable,2014
Fis-49365,LC,NA,Unknown,2015
Fis-49390,LC,NA,Unknown,2015
Fis-49406,LC,NA,Unknown,2015
Fis-49648,LC,NA,Unknown,2014
Fis-49672,LC,NA,Unknown,2015
Fis-49685,LC,NA,Unknown,2014
Fis-49704,LC,NA,Unknown,2014
Fis-49707,LC,NA,Unknown,2014
Fis-49708,LC,NA,Stable,2014
Fis-49718,LC,NA,Unknown,2014
Fis-49721,LC,NA,Unknown,2014
Fis-49730,LC,NA,Unknown,2014
Fis-49731,LC,NA,Unknown,2014
Fis-49737,LC,NA,Unknown,2014
Fis-49752,LC,NA,Unknown,2015
Fis-49753,LC,NA,Unknown,2014
Fis-49767,LC,NA,Unknown,2015
Fis-49777,LC,NA,Unknown,2015
Fis-49781,LC,NA,Unknown,2015
Fis-49782,LC,NA,Unknown,2015
Fis-49786,LC,NA,Stable,2015
Fis-49798,LC,NA,Unknown,2015
Fis-49799,LC,NA,Unknown,2015
Fis-49800,LC,NA,Unknown,2015
Fis-49812,LC,NA,Unknown,2015
Fis-49834,LC,NA,Unknown,2014
Fis-49836,LC,NA,Unknown,2015
Fis-49843,LC,NA,Unknown,2014
Fis-49855,LC,NA,Unknown,2014
Fis-49870,NA,NA,NA,NA
Fis-49887,LC,NA,Unknown,2015
Fis-49889,LC,NA,Unknown,2015
Fis-49920,LC,NA,Unknown,2015
Fis-49935,LC,NA,Unknown,2015
Fis-49938,LC,NA,Unknown,2015
Fis-150567,LC,NA,Unknown,2015
Fis-169107,LC,NA,Unknown,2015
Fis-169104,LC,NA,Unknown,2015
Fis-169100,LC,NA,Unknown,2015
Fis-49949,LC,NA,Unknown,2015
Fis-49962,LC,NA,Unknown,2015
Fis-49971,LC,NA,Unknown,2015
Fis-49978,LC,NA,Unknown,2015
Fis-49986,DD,NA,Unknown,2015
Fis-49987,LC,NA,Stable,2010
Fis-50003,LC,NA,Unknown,2015
Fis-149466,LC,NA,Unknown,2015
Fis-50026,NA,NA,NA,NA
Fis-50028,LC,NA,Unknown,2015
Fis-50033,NA,NA,NA,NA
Fis-50037,NA,NA,NA,NA
Fis-50050,NA,NA,NA,NA
Fis-50054,NA,NA,NA,NA
Fis-50059,NA,NA,NA,NA
Fis-50068,LC,NA,Unknown,2015
Fis-50074,LC,NA,Unknown,2015
Fis-50085,NA,NA,NA,NA
Fis-50086,NA,NA,NA,NA
Fis-50088,LC,NA,Unknown,2015
Fis-50092,NA,NA,NA,NA
Fis-50114,NA,NA,NA,NA
Fis-50133,NA,NA,NA,NA
Fis-50134,NA,NA,NA,NA
Fis-50136,NA,NA,NA,NA
Fis-50146,NA,NA,NA,NA
Fis-50171,LC,NA,Unknown,2015
Fis-50175,NA,NA,NA,NA
Fis-50194,LC,NA,Unknown,2015
Fis-50200,NA,NA,NA,NA
Fis-50204,LC,NA,Unknown,2015
Fis-50206,NA,NA,NA,NA
Fis-50211,NA,NA,NA,NA
Fis-50213,NA,NA,NA,NA
Fis-50218,NA,NA,NA,NA
Fis-58300,NA,NA,NA,NA
Fis-50239,NA,NA,NA,NA
Fis-50244,NA,NA,NA,NA
Fis-50245,NA,NA,NA,NA
Fis-50246,NA,NA,NA,NA
Fis-50255,NA,NA,NA,NA
Fis-61205,NA,NA,NA,NA
Fis-51630,NA,NA,NA,NA
Fis-50272,NA,NA,NA,NA
Fis-143470,NA,NA,NA,NA
Fis-163930,NA,NA,NA,NA
Fis-50281,NA,NA,NA,NA
Fis-50286,LC,NA,Unknown,2016
Fis-50290,NA,NA,NA,NA
Fis-50291,NA,NA,NA,NA
Fis-132559,LC,NA,Stable,2004
Fis-50293,NA,NA,NA,NA
Fis-50297,NA,NA,NA,NA
Fis-50305,DD,NA,Unknown,2015
Fis-50313,DD,NA,Unknown,2015
Fis-50333,LC,NA,Unknown,2016
Fis-50361,LC,NA,Unknown,2016
Fis-50367,NA,NA,NA,NA
Fis-50375,DD,NA,Unknown,2018
Fis-50379,LC,NA,Unknown,2018
Fis-165709,NA,NA,NA,NA
Fis-50398,NA,NA,NA,NA
Fis-50402,NA,NA,NA,NA
Fis-50404,NA,NA,NA,NA
Fis-50406,NA,NA,NA,NA
Fis-167420,NA,NA,NA,NA
Fis-50427,LC,NA,Unknown,2015
Fis-50439,LC,NA,Unknown,2015
Fis-50441,NA,NA,NA,NA
Fis-50450,LC,NA,Unknown,2018
Fis-50454,LC,NA,Unknown,2015
Fis-50455,LC,NA,Unknown,2015
Fis-50476,DD,NA,Unknown,2015
Fis-50477,NA,NA,NA,NA
Fis-50482,LC,NA,Unknown,2016
Fis-50498,LC,NA,Unknown,2014
Fis-50524,LC,NA,Stable,2014
Fis-59583,LC,NA,Stable,2014
Fis-50534,LC,NA,Stable,2014
Fis-50545,LC,NA,Stable,2014
Fis-50552,DD,NA,Unknown,2015
Fis-50553,LC,NA,Stable,2014
Fis-50562,LC,NA,Stable,2014
Fis-50565,LC,NA,Unknown,2015
Fis-50570,LC,NA,Unknown,2010
Fis-50579,LC,NA,Unknown,2014
Fis-50584,LC,NA,Unknown,2014
Fis-50588,LC,NA,Stable,2014
Fis-50589,LC,NA,Unknown,2015
Fis-50590,LC,NA,Stable,2014
Fis-50604,LC,NA,Unknown,2014
Fis-50637,NA,NA,NA,NA
Fis-50646,NA,NA,NA,NA
Fis-50647,LC,NA,Unknown,2016
Fis-50701,NA,NA,NA,NA
Fis-50703,LC,NA,Unknown,2010
Fis-50706,NA,NA,NA,NA
Fis-50711,NA,NA,NA,NA
Fis-50715,NA,NA,NA,NA
Fis-50720,LR/nt,NA,NA,1996
Fis-50723,LC,NA,Unknown,2016
Fis-50727,NA,NA,NA,NA
Fis-50737,NA,NA,NA,NA
Fis-50754,LC,NA,Unknown,2014
Fis-50841,LC,NA,Unknown,2015
Fis-159514,LC,NA,Unknown,2015
Fis-50862,LC,NA,Unknown,2012
Fis-50864,NA,NA,NA,NA
Fis-51003,DD,NA,Unknown,2015
Fis-51007,DD,NA,Unknown,2015
Fis-51015,DD,NA,Unknown,2016
Fis-51018,LC,NA,Unknown,2016
Fis-51063,LC,NA,Unknown,2012
Fis-51146,LC,NA,Unknown,2015
Fis-51155,LC,NA,Unknown,2015
Fis-51165,NT,NA,Unknown,2010
Fis-51168,NA,NA,NA,NA
Fis-51171,NA,NA,NA,NA
Fis-51186,DD,NA,Unknown,2015
Fis-51289,NA,NA,NA,NA
Fis-51481,NA,NA,NA,NA
Fis-51493,NA,NA,NA,NA
Fis-51526,LC,NA,Unknown,2015
Fis-158476,NA,NA,NA,NA
Fis-51529,NA,NA,NA,NA
Fis-53394,NA,NA,NA,NA
Fis-51530,NA,NA,NA,NA
Fis-51533,LC,NA,Unknown,2010
Fis-51575,NA,NA,NA,NA
Fis-51602,NA,NA,NA,NA
Fis-121312,NA,NA,NA,NA
Fis-51608,NA,NA,NA,NA
Fis-51643,LC,NA,Unknown,2016
Fis-51707,NA,NA,NA,NA
Fis-51744,LC,NA,Unknown,2010
Fis-51774,NA,NA,NA,NA
Fis-51779,NA,NA,NA,NA
Fis-51782,NA,NA,NA,NA
Fis-51785,NA,NA,NA,NA
Fis-51787,LC,NA,Unknown,2012
Fis-51791,NA,NA,NA,NA
Fis-51802,LC,NA,Unknown,2012
Fis-51805,LC,NA,Unknown,2016
Fis-51806,LC,NA,Unknown,2012
Fis-51807,LC,NA,Unknown,2012
Fis-51811,LC,NA,Unknown,2012
Fis-51818,LC,NA,Stable,2016
Fis-51821,NA,NA,NA,NA
Fis-51826,NA,NA,NA,NA
Fis-51837,NA,NA,NA,NA
Fis-51841,NA,NA,NA,NA
Fis-51867,LC,NA,Unknown,2016
Fis-51872,LC,NA,Unknown,2016
Fis-51906,LC,NA,Unknown,2016
Fis-57020,LC,NA,Unknown,2016
Fis-51908,LC,NA,Unknown,2016
Fis-51921,NA,NA,NA,NA
Fis-51923,NA,NA,NA,NA
Fis-51943,NA,NA,NA,NA
Fis-51969,DD,NA,Unknown,2012
Fis-51988,LC,NA,Stable,2012
Fis-52006,LC,NA,Unknown,2012
Fis-52009,LC,NA,Stable,2014
Fis-52010,LC,NA,Stable,2014
Fis-52026,LC,NA,Unknown,2016
Fis-166563,LC,NA,Unknown,2012
Fis-55097,LC,NA,Unknown,2016
Fis-52095,LC,NA,Stable,2016
Fis-52100,NA,NA,NA,NA
Fis-55409,DD,NA,Unknown,2015
Fis-52110,DD,NA,Unknown,2009
Fis-52114,LC,NA,Unknown,2015
Fis-52118,LC,NA,Unknown,2015
Fis-52119,LC,NA,Stable,2015
Fis-52129,LC,NA,Unknown,2009
Fis-52149,NA,NA,NA,NA
Fis-159775,NA,NA,NA,NA
Fis-52159,LC,NA,Unknown,2015
Fis-52160,NA,NA,NA,NA
Fis-52166,LC,NA,Unknown,2010
Fis-52171,NA,NA,NA,NA
Fis-52183,NA,NA,NA,NA
Fis-52195,NA,NA,NA,NA
Fis-52203,LC,NA,Unknown,2008
Fis-52218,DD,NA,Unknown,2014
Fis-52255,LC,NA,Unknown,2014
Fis-52272,NA,NA,NA,NA
Fis-52282,NA,NA,NA,NA
Fis-52331,NA,NA,NA,NA
Fis-52333,NA,NA,NA,NA
Fis-52338,NA,NA,NA,NA
Fis-52352,NA,NA,NA,NA
Fis-148978,NA,NA,NA,NA
Fis-52460,LC,NA,Unknown,2015
Fis-52465,DD,NA,Unknown,2012
Fis-131817,DD,NA,Unknown,2009
Fis-52481,LC,NA,Unknown,2015
Fis-150650,LC,NA,Unknown,2015
Fis-52518,NA,NA,NA,NA
Fis-52519,NA,NA,NA,NA
Fis-52521,NA,NA,NA,NA
Fis-52566,NA,NA,NA,NA
Fis-52583,VU,A2bcd+4bcd,Decreasing,2015
Fis-52589,EN,A2bc,Decreasing,2017
Fis-142714,LC,NA,Stable,2014
Fis-52612,LC,NA,Decreasing,2016
Fis-52620,NA,NA,NA,NA
Fis-52662,NA,NA,NA,NA
Fis-62867,LC,NA,Stable,2014
Fis-52688,NA,NA,NA,NA
Fis-52722,LC,NA,Unknown,2014
Fis-52743,LC,NA,Unknown,2014
Fis-52741,NA,NA,NA,NA
Fis-52755,NA,NA,NA,NA
Fis-52771,NA,NA,NA,NA
Fis-52775,NA,NA,NA,NA
Fis-52790,DD,NA,Unknown,2006
Fis-52791,NA,NA,NA,NA
Fis-52868,NA,NA,NA,NA
Fis-52885,NA,NA,NA,NA
Fis-52893,NA,NA,NA,NA
Fis-52896,LC,NA,Unknown,2010
Fis-52905,NA,NA,NA,NA
Fis-52910,LC,NA,Unknown,2010
Fis-52916,NA,NA,NA,NA
Fis-52926,NA,NA,NA,NA
Fis-52940,NA,NA,NA,NA
Fis-62181,NA,NA,NA,NA
Fis-53012,LC,NA,Unknown,2016
Fis-53022,LC,NA,Unknown,2016
Fis-53026,NA,NA,NA,NA
Fis-62040,LC,NA,Unknown,2016
Fis-53103,NA,NA,NA,NA
Fis-53108,DD,NA,Unknown,2016
Fis-53112,LC,NA,Unknown,2016
Fis-53116,VU,B2ab(iii),Unknown,2014
Fis-53124,LC,NA,Stable,2016
Fis-53129,NA,NA,NA,NA
Fis-53157,DD,NA,Unknown,2016
Fis-53165,NA,NA,NA,NA
Fis-53166,NA,NA,NA,NA
Fis-53171,LC,NA,Unknown,2006
Fis-53173,NA,NA,NA,NA
Fis-149273,NA,NA,NA,NA
Fis-53210,NA,NA,NA,NA
Fis-53215,NA,NA,NA,NA
Fis-53240,NA,NA,NA,NA
Fis-53255,NA,NA,NA,NA
Fis-53258,NA,NA,NA,NA
Fis-53265,NA,NA,NA,NA
Fis-53273,NA,NA,NA,NA
Fis-53280,NA,NA,NA,NA
Fis-53289,NA,NA,NA,NA
Fis-53290,NA,NA,NA,NA
Fis-53294,NA,NA,NA,NA
Fis-53340,NA,NA,NA,NA
Fis-53345,LC,NA,Unknown,2018
Fis-53352,NA,NA,NA,NA
Fis-53355,LC,NA,Unknown,2018
Fis-53360,NA,NA,NA,NA
Fis-53362,NA,NA,NA,NA
Fis-53363,NA,NA,NA,NA
Fis-53367,NA,NA,NA,NA
Fis-158744,NA,NA,NA,NA
Fis-53380,NA,NA,NA,NA
Fis-53383,NA,NA,NA,NA
Fis-53385,DD,NA,Unknown,2016
Fis-53387,NA,NA,NA,NA
Fis-53388,NA,NA,NA,NA
Fis-53389,LC,NA,Unknown,2015
Fis-53391,NA,NA,NA,NA
Fis-53392,NA,NA,NA,NA
Fis-53393,NA,NA,NA,NA
Fis-53397,NA,NA,NA,NA
Fis-159076,NA,NA,NA,NA
Fis-53403,NA,NA,NA,NA
Fis-53412,NA,NA,NA,NA
Fis-53413,NA,NA,NA,NA
Fis-53414,NA,NA,NA,NA
Fis-53416,NA,NA,NA,NA
Fis-143392,DD,NA,Unknown,2010
Fis-150237,LC,NA,Unknown,2018
Fis-53465,LC,NA,Unknown,2015
Fis-53533,LC,NA,Unknown,2015
Fis-53596,LC,NA,Unknown,2016
Fis-53649,NA,NA,NA,NA
Fis-53658,NA,NA,NA,NA
Fis-53659,LC,NA,Unknown,2015
Fis-53661,NA,NA,NA,NA
Fis-53665,DD,NA,Unknown,2015
Fis-53679,LC,NA,Unknown,2012
Fis-53696,NA,NA,NA,NA
Fis-159805,NA,NA,NA,NA
Fis-53713,NA,NA,NA,NA
Fis-53721,NA,NA,NA,NA
Fis-53722,NA,NA,NA,NA
Fis-53726,NA,NA,NA,NA
Fis-53731,NA,NA,NA,NA
Fis-53790,NA,NA,NA,NA
Fis-53803,NA,NA,NA,NA
Fis-53834,NA,NA,NA,NA
Fis-167301,NA,NA,NA,NA
Fis-167321,NA,NA,NA,NA
Fis-53861,NA,NA,NA,NA
Fis-161061,NA,NA,NA,NA
Fis-53880,NA,NA,NA,NA
Fis-53918,LC,NA,Unknown,2012
Fis-53955,LC,NA,Unknown,2016
Fis-53974,DD,NA,Unknown,2012
Fis-166560,LC,NA,Unknown,2010
Fis-53986,DD,NA,Unknown,2010
Fis-53989,LC,NA,Unknown,2010
Fis-53991,DD,NA,Unknown,2010
Fis-53992,LC,NA,Unknown,2010
Fis-53996,LC,NA,Unknown,2010
Fis-54014,NA,NA,NA,NA
Fis-54019,NA,NA,NA,NA
Fis-165752,NA,NA,NA,NA
Fis-54023,NA,NA,NA,NA
Fis-54026,NA,NA,NA,NA
Fis-54028,NA,NA,NA,NA
Fis-54034,LC,NA,Unknown,2016
Fis-54035,LC,NA,Unknown,2016
Fis-119586,NA,NA,NA,NA
Fis-54037,LC,NA,Unknown,2014
Fis-54038,NA,NA,NA,NA
Fis-54044,LC,NA,Unknown,2014
Fis-128246,LC,NA,Stable,2010
Fis-54057,NA,NA,NA,NA
Fis-54058,NA,NA,NA,NA
Fis-54060,NA,NA,NA,NA
Fis-54062,NA,NA,NA,NA
Fis-54065,LC,NA,Unknown,2018
Fis-54066,NA,NA,NA,NA
Fis-54073,NA,NA,NA,NA
Fis-54078,NA,NA,NA,NA
Fis-54098,DD,NA,Decreasing,2017
Fis-54137,NA,NA,NA,NA
Fis-54144,NA,NA,NA,NA
Fis-54145,NA,NA,NA,NA
Fis-54151,NA,NA,NA,NA
Fis-150629,NA,NA,NA,NA
Fis-54154,NA,NA,NA,NA
Fis-54155,NA,NA,NA,NA
Fis-54156,NA,NA,NA,NA
Fis-170320,NA,NA,NA,NA
Fis-54168,NA,NA,NA,NA
Fis-54172,NA,NA,NA,NA
